City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
295,Chapais,CA,2021-10-23 03:09:26,49.7834,-74.8492,28.18,78,100,2.91
296,Central Point,US,2021-10-23 03:09:27,42.376,-122.9164,53.73,84,75,3.44
297,La Ronge,CA,2021-10-23 03:09:27,55.1001,-105.2842,34.02,75,40,16.11
298,Tautira,PF,2021-10-23 03:05:05,-17.7333,-149.15,73.42,88,69,34.38
299,Mayumba,GA,2021-10-23 03:09:28,-3.432,10.6554,76.98,86,100,6.08
300,Sao Joao Da Barra,BR,2021-10-23 03:06:48,-21.6403,-41.0511,69.03,81,12,6.51
301,Chara,RU,2021-10-23 03:09:28,56.9064,118.2631,39.52,52,78,2.42
302,Shaunavon,CA,2021-10-23 03:05:07,49.6501,-108.4181,42.73,54,69,18.95
303,Berlevag,NO,2021-10-23 03:09:29,70.8578,29.0864,33.94,62,100,17.65
304,Paso De Carrasco,UY,2021-10-23 03:09:29,-34.8603,-56.0522,59.14,100,90,11.5
305,Tadine,NC,2021-10-23 03:09:29,-21.55,167.8833,78.15,73,3,5.03
306,Vanavara,RU,2021-10-23 03:05:09,60.34,102.2797,39.24,83,100,11.88
307,Hamilton,US,2021-10-23 03:06:12,39.1834,-84.5333,53.4,95,90,1.01
308,Coihaique,CL,2021-10-23 03:09:30,-45.5752,-72.0662,46.35,61,20,6.91
309,The Valley,AI,2021-10-23 03:09:31,18.217,-63.0578,83.1,67,3,20.67
310,Nishihara,JP,2021-10-23 03:05:10,26.1842,127.7558,76.68,53,75,17.27
311,Nizwa,OM,2021-10-23 03:09:31,22.9333,57.5333,76.19,43,1,0.6
312,Mangai,CD,2021-10-23 03:05:10,-4.05,19.5333,68.65,98,93,1.19
313,Khuzhir,RU,2021-10-23 03:09:31,53.1939,107.3397,41.5,67,13,1.41
314,Mahajanga,MG,2021-10-23 03:09:32,-15.7167,46.3167,69.82,88,20,2.3
315,Sao Filipe,CV,2021-10-23 03:07:17,14.8961,-24.4956,80.26,65,0,3.62
316,Ingham,US,2021-10-23 03:09:32,42.6,-84.3833,46.58,81,90,0.0
317,Zavyalovo,RU,2021-10-23 03:05:12,54.5053,82.4484,39.02,64,78,28.12
318,Lahij,YE,2021-10-23 03:05:13,13.1667,44.5833,75.36,81,37,4.97
319,Sola,VU,2021-10-23 03:06:47,-13.8833,167.55,86.67,74,75,8.05
320,Istanbul,TR,2021-10-23 03:05:56,41.0351,28.9833,56.07,94,0,1.14
321,Kaduqli,SD,2021-10-23 03:09:33,11.0167,29.7167,77.4,61,99,2.68
322,Grand Gaube,MU,2021-10-23 03:09:34,-20.0064,57.6608,74.37,81,63,8.99
323,Pontes E Lacerda,BR,2021-10-23 03:05:15,-15.2261,-59.3353,77.72,78,59,3.83
324,Chimore,BO,2021-10-23 03:09:34,-16.9833,-65.1333,81.12,53,1,1.99
325,General Pico,AR,2021-10-23 03:09:35,-35.6566,-63.7568,55.11,91,95,1.25
326,Pangnirtung,CA,2021-10-23 03:09:35,66.1451,-65.7125,24.48,61,90,7.58
327,Lufilufi,WS,2021-10-23 03:09:35,-13.8745,-171.5986,83.98,73,65,20.29
328,Olafsvik,IS,2021-10-23 03:07:00,64.8945,-23.7142,45.9,93,100,8.97
329,Saldanha,ZA,2021-10-23 03:09:36,-33.0117,17.9442,58.77,77,100,21.65
330,Omboue,GA,2021-10-23 03:09:36,-1.5746,9.2618,76.46,88,100,6.89
331,Kidal,ML,2021-10-23 03:09:37,18.4411,1.4078,82.63,24,13,9.15
332,Villa Carlos Paz,AR,2021-10-23 03:09:37,-31.4241,-64.4978,60.39,77,63,5.01
333,Misratah,LY,2021-10-23 03:09:37,32.3754,15.0925,74.39,59,43,13.18
334,Terrace,CA,2021-10-23 03:09:38,54.5163,-128.6035,43.43,98,100,1.43
335,Salalah,OM,2021-10-23 03:09:38,17.0151,54.0924,73.49,78,0,4.61
336,Isla Mujeres,MX,2021-10-23 03:05:19,21.2311,-86.731,78.85,79,83,12.12
337,Tubalan,PH,2021-10-23 03:09:39,6.495,125.5661,83.14,74,100,1.14
338,Chuy,UY,2021-10-23 03:09:40,-33.6971,-53.4616,58.12,70,100,5.97
339,Escanaba,US,2021-10-23 03:09:41,45.7453,-87.0646,43.21,82,90,3.44
340,Kahului,US,2021-10-23 03:09:06,20.8947,-156.47,80.62,73,20,21.85
341,Paris,FR,2021-10-23 03:05:46,48.8534,2.3488,49.77,89,0,1.01
342,Port Lincoln,AU,2021-10-23 03:05:21,-34.7333,135.8667,60.57,52,8,17.52
343,Catalina,US,2021-10-23 03:09:42,32.5056,-110.9211,75.09,29,16,0.58
344,Bor,RU,2021-10-23 03:05:22,56.3567,44.0669,40.93,75,100,12.53
345,Hagere Hiywet,ET,2021-10-23 03:05:22,8.9833,37.85,50.99,73,14,4.43
346,Collie,AU,2021-10-23 03:09:42,-33.3667,116.15,70.99,38,0,3.71
347,Chumphon,TH,2021-10-23 03:05:23,10.3333,98.8333,80.37,72,97,3.53
348,La Rochelle,FR,2021-10-23 03:09:43,46.1667,-1.15,42.87,87,0,8.05
349,Maltahohe,NA,2021-10-23 03:09:43,-24.8333,16.9833,49.17,40,0,9.51
350,Cayenne,GF,2021-10-23 03:05:24,4.9333,-52.3333,79.09,89,75,3.0
351,Half Moon Bay,US,2021-10-23 03:09:44,37.4636,-122.4286,59.7,85,90,0.0
352,Malanje,AO,2021-10-23 03:05:25,-9.5402,16.341,64.74,98,97,2.01
353,Talnakh,RU,2021-10-23 03:06:42,69.4865,88.3972,26.24,97,100,9.22
354,Dong Hoi,VN,2021-10-23 03:05:21,17.4833,106.6,67.03,87,100,16.02
355,Nacala,MZ,2021-10-23 03:09:46,-14.5428,40.6728,68.4,88,9,1.95
356,Codrington,AU,2021-10-23 03:07:34,-38.2667,141.9667,56.5,77,71,14.94
357,Salinopolis,BR,2021-10-23 03:09:46,-0.6136,-47.3561,78.51,88,100,8.01
358,Spas-Demensk,RU,2021-10-23 03:09:46,54.4122,34.0226,40.08,74,61,11.56
359,Ipixuna,BR,2021-10-23 03:09:47,-1.7625,-48.8043,78.75,91,99,2.8
360,Faanui,PF,2021-10-23 03:05:27,-16.4833,-151.75,78.06,81,70,15.75
361,Jacksonville,US,2021-10-23 03:06:19,30.3322,-81.6556,76.03,85,40,8.05
362,Verkhniy Uslon,RU,2021-10-23 03:09:47,55.7701,48.9823,43.02,82,6,13.09
363,Newport,GB,2021-10-23 03:06:05,51.5877,-2.9984,52.61,88,100,6.29
364,Benguela,AO,2021-10-23 03:09:48,-12.5763,13.4055,74.03,76,97,1.5
365,Yeniseysk,RU,2021-10-23 03:09:48,58.4497,92.1703,37.62,64,100,11.01
366,Shimoda,JP,2021-10-23 03:09:49,34.6667,138.95,64.11,69,74,5.7
367,Cardston,CA,2021-10-23 03:05:29,49.2,-113.3019,53.04,57,100,10.89
368,Hvolsvollur,IS,2021-10-23 03:09:49,63.7533,-20.2243,44.82,98,100,3.65
369,Nome,US,2021-10-23 03:05:29,64.5011,-165.4064,35.67,69,90,19.57
370,Dire,ML,2021-10-23 03:09:50,12.2833,-10.9667,74.14,95,100,2.91
371,Lodja,CD,2021-10-23 03:09:50,-3.4833,23.4333,68.02,98,100,0.45
372,Bada,RU,2021-10-23 03:05:31,51.392,109.8717,45.3,38,1,3.4
373,Saint-Pierre,RE,2021-10-23 03:05:32,-21.3393,55.4781,76.57,77,75,5.75
374,Deputatskiy,RU,2021-10-23 03:09:51,69.3,139.9,0.43,95,96,0.04
375,Hambantota,LK,2021-10-23 03:09:51,6.1241,81.1185,80.94,89,20,4.61
376,Pergine Valsugana,IT,2021-10-23 03:09:51,46.065,11.238,53.35,89,5,3.6
377,Boa Vista,BR,2021-10-23 03:09:52,2.8197,-60.6733,78.78,78,20,1.14
378,Cairns,AU,2021-10-23 03:09:52,-16.9167,145.7667,98.94,63,85,11.5
379,Iaciara,BR,2021-10-23 03:05:34,-14.0958,-46.6317,75.13,74,100,1.16
380,Sur,OM,2021-10-23 03:09:53,22.5667,59.5289,82.08,64,0,5.41
381,Neryungri,RU,2021-10-23 03:09:53,56.6709,124.6491,38.89,64,26,2.68
382,Hamada,JP,2021-10-23 03:05:35,34.8833,132.0833,59.09,53,90,13.09
383,Massaguet,TD,2021-10-23 03:09:54,12.4755,15.4365,83.62,48,28,5.28
384,Santa Ana,US,2021-10-23 03:09:54,33.7456,-117.8678,66.07,83,75,1.01
385,Vao,NC,2021-10-23 03:09:54,-22.6667,167.4833,73.42,77,0,5.03
386,Sturgeon Bay,US,2021-10-23 03:09:55,44.8342,-87.377,44.96,65,90,0.0
387,Senanga,ZM,2021-10-23 03:09:55,-16.1167,23.2667,74.08,49,47,2.8
388,Kirakira,SB,2021-10-23 03:09:55,-10.4544,161.9205,85.91,61,6,8.14
389,Waitati,NZ,2021-10-23 03:09:56,-45.75,170.5667,56.8,72,84,9.71
390,Raudeberg,NO,2021-10-23 03:09:56,61.9875,5.1352,42.87,82,97,3.0
391,Sheridan,US,2021-10-23 03:05:38,44.8333,-106.9173,59.18,59,1,0.0
392,Okhotsk,RU,2021-10-23 03:07:38,59.3833,143.3,24.39,71,21,14.16
393,Weatherford,US,2021-10-23 03:07:30,32.7593,-97.7972,73.76,74,0,7.52
394,Abha,SA,2021-10-23 03:05:39,18.2164,42.5053,55.65,38,0,0.0
395,Conceicao Do Araguaia,BR,2021-10-23 03:09:57,-8.2578,-49.2647,74.61,91,100,2.48
396,Saint-Felicien,CA,2021-10-23 03:09:58,48.6501,-72.4491,34.2,73,64,6.6
397,Sokoto,NG,2021-10-23 03:09:58,13.0609,5.239,80.19,58,73,8.46
398,Kosa,RU,2021-10-23 03:09:59,59.9445,54.9977,40.53,83,100,12.06
399,Kapit,MY,2021-10-23 03:09:59,2.0167,112.9333,82.15,79,94,1.45
400,Sibolga,ID,2021-10-23 03:09:59,1.7427,98.7792,85.41,64,85,3.42
401,Kutum,SD,2021-10-23 03:05:42,14.2,24.6667,73.56,28,36,13.51
402,Mecca,SA,2021-10-23 03:10:00,21.4267,39.8261,78.75,41,27,0.56
403,Baker City,US,2021-10-23 03:10:00,44.7749,-117.8344,44.92,99,90,0.0
404,Manjacaze,MZ,2021-10-23 03:10:01,-24.7117,33.8828,66.79,74,3,8.59
405,Kampot,KH,2021-10-23 03:10:01,10.6167,104.1833,84.25,86,95,6.6
406,Finschhafen,PG,2021-10-23 03:05:44,-6.6024,147.8681,83.93,68,100,10.45
407,Valparaiso,CL,2021-10-23 03:10:02,-33.0393,-71.6273,49.64,71,0,3.44
408,Faya,SA,2021-10-23 03:07:36,18.3851,42.4509,55.92,36,97,5.88
409,Nuqui,CO,2021-10-23 03:10:03,5.7125,-77.2708,77.65,88,97,4.14
410,Dabakala,CI,2021-10-23 03:05:46,8.3667,-4.4333,72.3,98,15,3.31
411,Ulaanbaatar,MN,2021-10-23 03:10:01,47.9077,106.8832,37.53,35,0,2.24
412,Bismarck,US,2021-10-23 03:10:04,46.8083,-100.7837,38.8,80,1,6.91
413,San Vicente,AR,2021-10-23 03:05:46,-26.6167,-54.1333,61.47,75,6,4.05
414,Lima,PE,2021-10-23 03:07:05,-12.0432,-77.0282,62.91,81,40,11.5
415,Swift Current,CA,2021-10-23 03:10:04,50.2834,-107.8014,43.57,48,100,20.0
416,Jieshi,CN,2021-10-23 03:10:05,22.8134,115.8257,67.95,69,84,9.62
417,Vilhena,BR,2021-10-23 03:10:05,-12.7406,-60.1458,70.84,94,100,4.7
418,Clarence Town,AU,2021-10-23 03:05:48,-32.5833,151.7833,98.35,27,3,2.95
419,Shenjiamen,CN,2021-10-23 03:05:48,29.9576,122.298,66.18,58,100,13.38
420,Tigil,RU,2021-10-23 03:10:06,57.8,158.6667,32.09,97,100,5.32
421,Olinda,BR,2021-10-23 03:07:31,-8.0089,-34.8553,80.33,78,20,5.75
422,Along,IN,2021-10-23 03:05:49,28.1667,94.7667,74.75,64,25,0.72
423,Vilyuysk,RU,2021-10-23 03:10:06,63.7553,121.6247,33.84,85,96,9.31
424,Simav,TR,2021-10-23 03:10:06,39.0882,28.9777,49.12,64,0,1.41
425,Micheweni,TZ,2021-10-23 03:05:50,-4.9667,39.8333,75.06,78,88,3.22
426,Porto Novo,BJ,2021-10-23 03:10:07,6.4965,2.6036,76.82,87,100,5.32
427,Gisborne,NZ,2021-10-23 03:10:07,-38.6533,178.0042,60.94,61,95,15.01
428,San Rafael,AR,2021-10-23 03:10:08,-34.6177,-68.3301,54.07,52,9,4.59
429,Konotop,UA,2021-10-23 03:10:08,51.2403,33.2026,45.39,69,3,11.39
430,Kyabe,TD,2021-10-23 03:10:08,9.4515,18.9449,75.16,81,49,2.35
431,Matara,LK,2021-10-23 03:09:08,5.9485,80.5353,83.34,68,75,7.56
432,Nemuro,JP,2021-10-23 03:05:52,43.3236,145.575,47.34,79,99,11.27
433,Ravar,IR,2021-10-23 03:05:52,31.2656,56.8055,54.64,31,0,2.55
434,Mount Gambier,AU,2021-10-23 03:09:16,-37.8333,140.7667,59.36,60,11,8.86
435,Miandrivazo,MG,2021-10-23 03:10:09,-19.5167,45.4667,71.98,71,94,0.74
436,Jacareacanga,BR,2021-10-23 03:10:10,-6.2222,-57.7528,73.99,96,100,2.8
437,Touros,BR,2021-10-23 03:10:10,-5.1989,-35.4608,81.5,80,21,9.75
438,Cabedelo,BR,2021-10-23 03:07:54,-6.9811,-34.8339,79.47,78,34,9.13
439,Amapa,BR,2021-10-23 03:10:11,1.0,-52.0,71.35,99,97,2.35
440,Sovetskiy,RU,2021-10-23 03:10:11,61.3614,63.5842,41.79,90,100,11.63
441,Broken Hill,AU,2021-10-23 03:10:11,-31.95,141.4333,70.92,30,92,18.81
442,Dali,CN,2021-10-23 03:07:50,25.7,100.1833,59.77,79,86,2.51
443,Havre,FR,2021-10-23 03:10:12,49.5833,0.3333,53.37,76,90,11.5
444,Batagay,RU,2021-10-23 03:10:12,67.6333,134.6333,12.16,89,94,1.39
445,Panguna,PG,2021-10-23 03:05:56,-6.3164,155.4848,81.45,63,29,3.02
446,Tessalit,ML,2021-10-23 03:10:13,20.1986,1.0114,78.46,23,21,6.96
447,Lichtenburg,ZA,2021-10-23 03:10:13,-26.152,26.1597,55.09,25,0,3.0
448,Kaa-Khem,RU,2021-10-23 03:05:57,51.6833,94.7333,39.99,37,100,1.32
449,Ratnagiri,IN,2021-10-23 03:10:13,16.9833,73.3,79.16,67,42,3.47
450,Sokoni,TZ,2021-10-23 03:05:58,-6.4333,39.55,77.45,74,29,5.84
451,Macamic,CA,2021-10-23 03:10:14,48.7502,-78.9996,32.2,73,100,4.76
452,Wanning,CN,2021-10-23 03:07:47,18.8003,110.3967,72.99,86,95,15.82
453,Bengkulu,ID,2021-10-23 03:10:15,-3.8004,102.2655,83.03,70,96,1.77
454,Ndele,CF,2021-10-23 03:10:15,8.4109,20.6473,72.37,87,95,2.73
455,Port Macquarie,AU,2021-10-23 03:09:05,-31.4333,152.9167,84.16,66,9,12.39
456,Pareora,NZ,2021-10-23 03:10:15,-44.4871,171.2132,61.18,71,100,12.73
457,Jalu,LY,2021-10-23 03:06:01,29.0331,21.5482,67.5,44,9,9.78
458,Moree,AU,2021-10-23 03:10:16,-29.4667,149.85,95.02,29,0,12.66
459,Hurghada,EG,2021-10-23 03:10:16,27.2574,33.8129,69.76,64,4,16.67
460,Orimattila,FI,2021-10-23 03:06:02,60.8049,25.7296,34.25,97,100,11.01
461,Jinan,CN,2021-10-23 03:10:17,36.6683,116.9972,60.66,31,95,2.77
462,Port Moresby,PG,2021-10-23 03:10:07,-9.4431,147.1797,84.38,67,26,6.69
463,Harper,LR,2021-10-23 03:10:18,4.375,-7.7169,76.93,88,82,7.54
464,Pengcheng,CN,2021-10-23 03:10:18,36.4311,114.17,57.99,47,74,4.9
465,Lively,CA,2021-10-23 03:10:18,46.4334,-81.1498,32.25,73,99,2.04
466,Uspenka,UA,2021-10-23 03:10:19,48.3903,39.1619,50.47,79,64,6.44
467,Pokhara,NP,2021-10-23 03:08:09,28.2333,83.9833,65.55,92,99,1.14
468,Evensk,RU,2021-10-23 03:06:05,61.95,159.2333,13.05,67,87,5.28
469,Urusha,RU,2021-10-23 03:10:19,54.05,122.9,43.84,54,13,2.89
470,Kota Bahru,MY,2021-10-23 03:10:20,6.1333,102.2386,82.44,79,66,1.1
471,Houma,US,2021-10-23 03:06:06,29.5958,-90.7195,74.98,90,36,2.91
472,Blackwater,AU,2021-10-23 03:07:08,-23.5833,148.8833,100.04,21,1,17.16
473,Magrath,CA,2021-10-23 03:10:20,49.4167,-112.8686,54.32,43,100,15.68
474,Goya,AR,2021-10-23 03:10:21,-29.14,-59.2626,68.41,58,96,7.02
475,Fairview,US,2021-10-23 03:10:21,40.8126,-73.999,61.27,71,1,0.0
476,Waingapu,ID,2021-10-23 03:10:21,-9.6567,120.2641,89.56,49,33,7.07
477,East Wenatchee Bench,US,2021-10-23 03:06:09,47.4257,-120.2812,54.68,79,20,3.44
478,Aripuana,BR,2021-10-23 03:10:22,-9.1667,-60.6333,76.19,79,8,1.23
479,Khash,IR,2021-10-23 03:10:22,28.2211,61.2158,55.83,29,0,3.11
480,Marang,MY,2021-10-23 03:08:09,5.2056,103.2059,84.88,69,20,1.25
481,Khudumelapye,BW,2021-10-23 03:10:23,-23.8833,24.75,64.38,17,0,4.03
482,Svetlogorsk,BY,2021-10-23 03:10:23,52.6333,29.7333,44.98,56,36,15.17
483,Rovaniemi,FI,2021-10-23 03:10:21,66.5,25.7167,24.21,93,0,8.05
484,Taltal,CL,2021-10-23 03:10:20,-25.4,-70.4833,56.88,80,34,1.45
485,Sirsa,IN,2021-10-23 03:10:24,29.5333,75.0167,77.68,43,0,11.77
486,Monrovia,LR,2021-10-23 03:06:12,6.3005,-10.7969,76.77,91,100,4.74
487,Dawson Creek,CA,2021-10-23 03:10:24,55.7666,-120.2362,41.31,88,100,5.14
488,Zheleznodorozhnyy,RU,2021-10-23 03:06:13,55.7503,38.0042,44.37,70,100,12.68
489,Abalak,RU,2021-10-23 03:06:13,58.1286,68.5944,44.64,93,100,14.12
490,Coquimbo,CL,2021-10-23 03:10:25,-29.9533,-71.3436,55.13,82,0,2.3
491,Lamu,KE,2021-10-23 03:10:25,-2.2717,40.902,71.82,81,51,7.45
492,Kapuskasing,CA,2021-10-23 03:05:59,49.4169,-82.4331,30.63,92,100,5.01
493,Tshikapa,CD,2021-10-23 03:06:15,-6.4167,20.8,68.38,98,17,0.49
494,Joshimath,IN,2021-10-23 03:10:26,30.5667,79.5667,62.37,39,50,3.22
495,Nusaybin,TR,2021-10-23 03:10:26,37.0778,41.2178,62.19,36,0,11.5
496,Yumen,CN,2021-10-23 03:10:27,40.2833,97.2,49.23,24,0,16.28
497,Road Town,VG,2021-10-23 03:10:27,18.4167,-64.6167,83.19,64,4,20.47
498,Mpongwe,ZM,2021-10-23 03:10:28,-13.5091,28.155,66.52,55,2,4.72
499,Kulhudhuffushi,MV,2021-10-23 03:06:17,6.6221,73.07,81.55,76,92,10.63
500,Rach Gia,VN,2021-10-23 03:10:28,10.0167,105.0833,84.15,72,98,6.62
501,Mangualde,PT,2021-10-23 03:05:56,40.6043,-7.7612,44.82,70,0,5.93
502,Murgab,TM,2021-10-23 03:10:29,37.4966,61.9714,42.1,35,0,7.58
503,Svetlyy,RU,2021-10-23 03:06:18,54.675,20.1347,42.85,73,39,20.87
504,Goderich,CA,2021-10-23 03:10:29,43.7501,-81.7165,37.04,67,100,5.99
505,Lasa,IT,2021-10-23 03:10:29,46.6166,10.7002,40.37,76,19,4.5
506,Praia,CV,2021-10-23 03:10:30,14.9215,-23.5087,79.34,53,0,10.36
507,Hofn,IS,2021-10-23 03:10:30,64.2539,-15.2082,46.83,98,100,13.94
508,Saint-Joseph,RE,2021-10-23 03:06:20,-21.3667,55.6167,75.47,79,18,4.61
509,Aswan,EG,2021-10-23 03:10:31,24.0934,32.907,68.88,49,0,8.66
510,San Cristobal,VE,2021-10-23 03:10:31,7.7669,-72.225,66.38,94,21,1.63
511,Tecoanapa,MX,2021-10-23 03:10:32,16.5167,-98.75,75.06,91,100,6.58
512,Kiunga,PG,2021-10-23 03:10:32,-6.1219,141.2906,92.05,47,73,4.23
513,Vieques,PR,2021-10-23 03:10:32,18.425,-65.8329,82.44,65,20,3.44
514,Isangel,VU,2021-10-23 03:10:33,-19.55,169.2667,78.66,80,58,8.01
515,Alice Town,BS,2021-10-23 03:10:33,25.7167,-79.3,80.82,79,100,15.19
516,Sorland,NO,2021-10-23 03:10:33,67.667,12.6934,40.87,52,99,5.79
517,Kaka,TM,2021-10-23 03:10:34,37.3482,59.6143,46.98,31,0,8.7
518,Beringovskiy,RU,2021-10-23 03:10:34,63.05,179.3167,16.88,80,100,13.67
519,San Lorenzo,PY,2021-10-23 03:10:35,-25.3333,-57.5333,74.34,64,0,6.91
520,Sultanpur,IN,2021-10-23 03:10:35,26.2667,82.0667,75.7,52,0,2.71
521,Vestmanna,FO,2021-10-23 03:10:35,62.1564,-7.1664,45.52,100,90,20.71
522,Pochutla,MX,2021-10-23 03:10:36,15.7432,-96.4661,75.81,92,100,2.62
523,Irbeyskoye,RU,2021-10-23 03:10:36,55.6428,95.4522,40.32,73,100,11.03
524,Doha,QA,2021-10-23 03:08:43,25.2867,51.5333,80.58,57,0,6.91
525,Hastings,GB,2021-10-23 03:10:36,50.8552,0.5729,49.51,84,30,4.03
526,Kamenz,DE,2021-10-23 03:10:37,51.268,14.0937,43.27,83,30,13.71
527,West Fargo,US,2021-10-23 03:07:15,46.875,-96.9004,37.02,72,1,4.61
528,Varzea Da Palma,BR,2021-10-23 03:10:37,-17.5981,-44.7308,70.21,76,48,0.92
529,Silver City,US,2021-10-23 03:10:38,32.7701,-108.2803,61.84,41,1,4.0
530,Marysville,US,2021-10-23 03:10:38,48.0518,-122.1771,54.48,90,90,7.0
531,Dalian,CN,2021-10-23 03:10:40,38.9122,121.6022,60.73,25,0,2.24
532,Carbonia,IT,2021-10-23 03:10:40,39.1672,8.5222,59.0,75,30,5.28
533,Trincomalee,LK,2021-10-23 03:10:41,8.5711,81.2335,81.34,79,17,5.48
534,Banda Aceh,ID,2021-10-23 03:10:41,5.5577,95.3222,83.43,70,89,3.31
535,Huarmey,PE,2021-10-23 03:10:41,-10.0681,-78.1522,63.64,86,87,9.8
536,Shakiso,ET,2021-10-23 03:10:42,5.75,38.9167,54.03,97,50,3.6
537,Urengoy,RU,2021-10-23 03:06:30,65.9667,78.3667,27.59,92,100,10.47
538,Tavrichanka,RU,2021-10-23 03:10:42,43.3378,131.8639,57.06,33,0,8.72
539,Ugoofaaru,MV,2021-10-23 03:10:43,5.6667,73.0,81.66,76,100,12.3
540,Labrea,BR,2021-10-23 03:06:31,-7.2586,-64.7981,75.52,89,85,1.74
541,Ville-Marie,CA,2021-10-23 03:10:43,47.3335,-79.433,31.15,79,74,3.4
542,Inuvik,CA,2021-10-23 03:10:44,68.3499,-133.7218,30.96,93,90,4.61
543,Itaituba,BR,2021-10-23 03:06:33,-4.2761,-55.9836,74.25,97,98,1.01
544,Gorontalo,ID,2021-10-23 03:10:44,0.5412,123.0595,79.88,83,100,1.23
545,Izhma,RU,2021-10-23 03:10:45,65.0083,53.9113,32.83,98,100,4.81
546,Otane,NZ,2021-10-23 03:06:35,-39.8833,176.6333,59.38,55,97,10.33
547,Bac Lieu,VN,2021-10-23 03:10:45,9.285,105.7244,85.48,69,97,8.03
548,Aktash,RU,2021-10-23 03:10:45,50.3,87.7333,26.53,77,91,4.05
549,Palmer,US,2021-10-23 03:10:46,42.1584,-72.3287,56.21,62,75,1.99
550,Katherine,AU,2021-10-23 03:10:46,-14.4667,132.2667,98.92,34,41,4.61
551,Sampit,ID,2021-10-23 03:10:46,-2.5333,112.95,88.68,61,97,0.56
552,Plettenberg Bay,ZA,2021-10-23 03:10:47,-34.0527,23.3716,61.21,62,100,8.14
553,Narsaq,GL,2021-10-23 03:06:37,60.9167,-46.05,37.62,99,100,0.96
554,Lernapat,AM,2021-10-23 03:10:47,40.8163,44.3926,25.07,45,0,3.22
555,Muros,ES,2021-10-23 03:07:36,42.7762,-9.0603,57.83,91,9,5.57
